"COUNTY","CITY","ADDRESS","DATE"
"TULSA"," TULSA"," 1533 NORTH VANDALIA AVENUE         ","11/16/2010"
"TULSA"," TULSA"," 2703 WEST BRADY STREET             ","11/16/2010"
"TULSA"," TULSA"," 1839 NORTH OSWEGO PLACE            ","11/17/2010"
"TULSA"," TULSA"," 109 NORTH PHOENIX AVENUE           ","11/20/2010"
"TULSA"," TULSA"," 573 EAST 59TH NORTH STREET         ","11/21/2010"
"TULSA"," TULSA"," 417 SOUTH WHEELING AVENUE          ","11/28/2010"
"TULSA"," TULSA"," 3639 SOUTH MAYBELLE AVENUE         ","12/5/2010"
"TULSA"," TULSA"," 140 NORTH RICHMOND AVENUE          ","12/5/2010"
"TULSA"," TULSA"," 5316 WEST 8TH STREET               ","12/6/2010"
"TULSA"," TULSA"," 1009 WEST 48TH ST S                ","12/6/2010"
"TULSA"," TULSA"," 523 NORTH QUAKER AVENUE A          ","12/8/2010"
"TULSA"," TULSA"," 6565 SOUTH NEWPORT AVENUE 228      ","12/8/2010"
"TULSA"," TULSA"," 6565 SOUTH NEWPORT AVENUE 227      ","12/9/2010"
"TULSA"," TULSA"," 3959 EAST ADMIRAL COURT            ","12/9/2010"
"TULSA"," TULSA"," 1140 SOUTH 101ST                   ","12/12/2010"
"TULSA"," TULSA"," 2123 NORTH NORWOOD PLACE C         ","12/15/2010"
"TULSA"," TULSA"," 1137 SOUTH ERIE AVENUE C           ","12/16/2010"
"TULSA"," TULSA"," 1441 NORTH HARVARD AVENUE          ","12/31/2010"
"TULSA"," TULSA"," 1545 NORTH JOPLIN AVENUE            ","1/3/2011"
"TULSA"," TULSA"," 2132 EAST 46TH STREET               ","1/4/2011"
"TULSA"," TULSA"," 1729 SOUTH MEMORIAL DRIVE 101       ","1/6/2011"
"TULSA"," TULSA"," 729 SOUTH TROOST AVENUE             ","1/6/2011"
"TULSA"," TULSA"," 1729 SOUTH MEMORIAL DRIVE 101       ","1/8/2011"
"TULSA"," TULSA"," 3225 EAST 30TH PLACE 125            ","1/8/2011"
"TULSA"," TULSA"," 2325 WEST 44TH STREET              ","1/13/2011"
"TULSA"," TULSA"," 1300 NORTH COLUMBIA AVENUE         ","1/13/2011"
"TULSA"," TULSA"," 4301 WEST 61ST STREET              ","1/19/2011"
"TULSA"," TULSA"," 1050 EAST 61ST STREET 62           ","1/21/2011"
"TULSA"," TULSA"," 4529 SOUTH 30TH WEST AVENUE        ","1/23/2011"
"TULSA"," TULSA"," 149 NORTH COLLEGE AVENUE           ","1/30/2011"
"TULSA"," TULSA"," 104 NORTH YORKTOWN AVENUE           ","2/8/2011"
"TULSA"," TULSA"," 1911 EAST 49TH 218                  ","2/8/2011"
"TULSA"," TULSA"," 2238 NORTH TOLEDO PLACE            ","2/12/2011"
"TULSA"," TULSA"," 5932 EAST MARSHALL STREET          ","2/17/2011"
"TULSA"," TULSA"," SOUTH QUEBEC AVENUE          ","2/17/2011"
"TULSA"," TULSA"," 4120 SOUTH 130TH EAST AVENUE       ","2/18/2011"
"TULSA"," TULSA"," 233 SOUTH 89TH E AVENUE            ","2/20/2011"
"TULSA"," TULSA"," 1023 EAST 60 STREET 518             ","3/3/2011"
"TULSA"," TULSA"," 1125 SOUTH YORKTOWN AVENUE          ","3/6/2011"
"TULSA"," TULSA"," 2238 NORTH TOLEDO PLACE            ","3/10/2011"
"TULSA"," TULSA"," 6320 OWASSO AVENUE C               ","3/11/2011"
"TULSA"," TULSA"," 711 NORTH 96TH AVENUE              ","3/12/2011"
"TULSA"," TULSA"," 4115 SOUTH ZUNIS AVENUE            ","3/15/2011"
"TULSA"," TULSA"," 1536 SOUTH COLLEGE AVENUE          ","3/15/2011"
"TULSA"," TULSA"," 3500 WEST 1ST STREET               ","3/16/2011"
"TULSA"," TULSA"," 1028 EAST 77TH AVENUE              ","3/16/2011"
"TULSA"," TULSA"," 4550 EAST 33RD STREET              ","3/18/2011"
"TULSA"," TULSA"," 4664 SOUTH WINSTON                 ","3/18/2011"
"TULSA"," TULSA"," 735 NORTH ATLANTA AVENUE           ","3/22/2011"
"TULSA"," TULSA"," 3214 SOUTH WINSTON AVENUE 25       ","3/23/2011"
"TULSA"," TULSA"," 5316 WEST 8TH STREET               ","3/24/2011"
"TULSA"," TULSA"," 1618 SOUTH 131                     ","3/25/2011"
"TULSA"," TULSA"," 2129 NORTH BIRMINGHAM PLACE        ","3/27/2011"
"TULSA"," TULSA"," 3327 EAST 7TH                        ","3/29/2011"
"TULSA"," TULSA"," 5818 S OWASSO                        ","3/30/2011"
"TULSA"," TULSA"," 5823 EAST 76TH PLACE                 ","3/31/2011"
"TULSA"," TULSA"," 12534 EAST 7TH STREET 311            ","4/1/2011"
"TULSA"," TULSA"," 8181 EAST 41ST STREET                ","4/9/2011"
"TULSA"," TULSA"," 3232 EAST INDEPENDENCE STREET        ","4/13/2011"
"TULSA"," TULSA"," 2260 NORTH COLUMBIA AVENUE           ","4/20/2011"
"TULSA"," TULSA"," 3316 EAST 4TH PLACE                  ","4/21/2011"
"TULSA"," TULSA"," 336 EAST 11TH STREET 9               ","4/28/2011"
"TULSA"," TULSA"," 4707 SOUTH 32ND WEST AVENUE          ","5/3/2011"
"TULSA"," TULSA"," 4304 SOUTH 109TH AVENUE 1305         ","5/6/2011"
"TULSA"," TULSA"," 2215 EAST 10TH STREET                ","5/10/2011"
"TULSA"," TULSA"," 7141 EAST KING STREET                ","5/12/2011"
"TULSA"," TULSA"," 720 51ST WEST AVENUE                 ","5/13/2011"
"TULSA"," TULSA"," 7913 SOUTH WHEELING AVENUE           ","5/16/2011"
"TULSA"," TULSA"," 733 WEST 23RD STREET                 ","5/19/2011"
"TULSA"," TULSA"," 1728 EAST 129TH AVENUE               ","5/20/2011"
"TULSA"," TULSA"," 1050 EAST 61ST STREET 98             ","5/21/2011"
"TULSA"," TULSA"," 2423 EAST 51ST N STREET              ","5/22/2011"
"TULSA"," TULSA"," 3505 27TH STREET                     ","5/23/2011"
"TULSA"," TULSA"," 1114 WEST 1ST STREET                 ","6/1/2011"
"TULSA"," TULSA"," 3505 EAST 27TH PLACE                 ","6/8/2011"
"TULSA"," TULSA"," 527 SOUTH 48 W AVENUE                ","6/8/2011"
"TULSA"," TULSA"," 5318 EAST LATIMER COURT              ","6/10/2011"
"TULSA"," TULSA"," 1320 S 73RD EAST AVE                 ","6/16/2011"
"TULSA"," TULSA"," 3624 S JACKSON AVE                   ","6/28/2011"
"TULSA"," TULSA"," 1140 EAST 61ST STREET 36             ","6/29/2011"
"TULSA"," TULSA"," 5623 SOUTH QUINCY AVENUE 7           ","7/6/2011"
"TULSA"," TULSA"," 4550 EAST 33RD STREET 101            ","7/6/2011"
"TULSA"," TULSA"," 11922 EAST 37TH PLACE                ","7/7/2011"
"TULSA"," TULSA"," 4120 CHARLES PAGE BOULEVARD          ","7/8/2011"
"TULSA"," TULSA"," 6100 WEST 11TH PLACE                 ","7/12/2011"
"TULSA"," TULSA"," 717 NORTH SANDUSKY AVENUE            ","7/12/2011"
"TULSA"," TULSA"," 118 NORTH COLOMBIA PLACE             ","7/21/2011"
"TULSA"," TULSA"," 4054 EAST 27TH STREET                ","7/28/2011"
"TULSA"," TULSA"," 1707 SOUTH MEMORIAL DRIVE UNIT 242   ","7/31/2011"
"TULSA"," TULSA"," 5546 SOUTH LEWIS COURT               ","8/1/2011"
"TULSA"," TULSA"," 1825 NORTH BIRMINGHAM PLACE          ","8/9/2011"
"TULSA"," TULSA"," 2550 SOUTH 135 EAST AVENUE           ","8/10/2011"
"TULSA"," TULSA"," 2642 EAST 3RD STREET                 ","8/13/2011"
"TULSA"," TULSA"," 2104 NORTH ATLANTA PLACE             ","8/14/2011"
"TULSA"," TULSA"," 2550 SOUTH 135TH EAST AVENUE         ","8/23/2011"
"TULSA"," TULSA"," 344 SOUTH ZUNIS AVENUE               ","8/26/2011"
"TULSA"," TULSA"," 2103 EAST TECUMSEH AVENUE            ","8/29/2011"
"TULSA"," TULSA"," 239 SOUTH 69TH E. AVENUE             ","9/4/2011"
"TULSA"," TULSA"," 1759 EAST OKLAHOMA STREET            ","9/9/2011"
"TULSA"," TULSA"," 244 SOUTH 73RD E AVENUE              ","9/13/2011"
"TULSA"," TULSA"," 3731 QUAKER AVENUE                   ","9/13/2011"
"TULSA"," TULSA"," 2420 NORTH OXFORD AVENIDA            ","9/14/2011"
"TULSA"," TULSA"," 4928 EAST EASTON STREET              ","9/15/2011"
"TULSA"," TULSA"," 2636 EAST ARCHER STREET              ","9/18/2011"
"TULSA"," TULSA"," 10117 11TH STREET 224                ","9/18/2011"
"TULSA"," TULSA"," 1328 SOUTH 123RD E. AVENUE           ","9/19/2011"
"TULSA"," TULSA"," 3335 EAST 7TH STREET                 ","9/20/2011"
"TULSA"," TULSA"," 1440 NORTH GARY PLACE               ","9/22/2011"
"TULSA"," TULSA"," 5408 EAST 71ST PLACE 1914           ","9/25/2011"
"TULSA"," TULSA"," 2536 EAST 6TH STREET 2              ","9/27/2011"
"TULSA"," TULSA"," 4628 NORTH MAIN STREET              ","9/27/2011"
"TULSA"," TULSA"," 3104 SOUTH 124 E AVENUE             ","9/30/2011"
"TULSA"," TULSA"," 1060 EAST 60 STREET 223             ","10/3/2011"
"TULSA"," TULSA"," 1429 NORTH BRADDEN AVENUE           ","10/4/2011"
"TULSA"," TULSA"," 1313 EAST 62 STREET                 ","10/6/2011"
"TULSA"," TULSA"," 132 NORTH COLUMBIA AVENUE           ","10/9/2011"
"TULSA"," TULSA"," 5727 EAST 18TH STREET               ","10/9/2011"
"TULSA"," TULSA"," 5123 EAST EASTON STREET            ","10/12/2011"
"TULSA"," TULSA"," 12958 EAST 28TH PLACE              ","10/13/2011"
"TULSA"," TULSA"," 1843 NORTH HARVARD                 ","10/18/2011"
"TULSA"," TULSA"," 510 SOUTH OWASSO AVENUE            ","10/25/2011"
"TULSA"," TULSA"," 824 NORTH QUEBEC AVENUE            ","10/27/2011"
"TULSA"," TULSA"," 1620 NORTH YORKTOWN PLACE          ","10/28/2011"
"TULSA"," TULSA"," 2716 SOUTH 109TH E. AVENUE          ","11/1/2011"
"TULSA"," TULSA"," 2752 EAST ARCHER STREET             ","11/8/2011"
"TULSA"," TULSA"," 2656 SOUTH 135 AVENUE              ","11/17/2011"
"TULSA"," TULSA"," 6108 WEST 11TH STREET              ","11/17/2011"
"TULSA"," TULSA"," 3218 SOUTH 93 E. AVENUE 229        ","11/26/2011"
"TULSA"," TULSA"," 2328 NORTH BIRMINGHAM AVENUE        ","2/11/2012"
"TULSA"," TULSA"," ELGIN AVENUE                   ","2/15/2012"
"TULSA"," TULSA"," 5314 WEST 4TH STREET                ","2/21/2012"
"TULSA"," TULSA"," 715 SOUTH 101ST EAST AVENUE 107     ","2/22/2012"
"TULSA"," TULSA"," 1547 EAST INDEPENDENCE STREET       ","2/23/2012"
"TULSA"," TULSA"," 1723 SOUTH RIVERSIDE DRIVE          ","2/23/2012"
"TULSA"," TULSA"," 19008 EAST 4TH STREET               ","2/24/2012"
"TULSA"," TULSA"," 5663 WEST 3RD                       ","2/24/2012"
"TULSA"," TULSA"," 9405 EAST 65TH STREET 3607          ","2/25/2012"
"TULSA"," TULSA"," 6607 EAST LATIMER PLACE             ","2/27/2012"
"TULSA"," TULSA"," 3743 WEST 45TH PLACE                ","2/29/2012"
"TULSA"," TULSA"," 4631 SOUTH BRADEN AVENUE 66         ","6/1/2012"
"TULSA"," TULSA"," 6209 EAST 17TH STREET               ","6/2/2012"
"TULSA"," TULSA"," 7928 SOUTH SHERIDAN ROAD            ","7/1/2012"
"TULSA"," TULSA"," 116 EAST 27TH STREET                ","7/5/2012"
"TULSA"," TULSA"," 1537 NORTH NORWOOD AVENUE           ","7/6/2012"
"TULSA"," TULSA"," 1006 SOUTH 107TH EAST AVENUE D      ","7/9/2012"
"TULSA"," TULSA"," 1078 NORTH IRVINGTON AVENUE         ","7/19/2012"
"TULSA"," TULSA"," 7121 SOUTH MEMORIAL DRIVE           ","7/23/2012"
"TULSA"," TULSA"," 7567 EAST 26TH COURT                ","8/6/2012"
"TULSA"," TULSA"," 6121 WEST 11TH STREET               ","8/16/2012"
"TULSA"," TULSA"," 1621 SOUTH 121ST EAST AVENUE        ","8/17/2012"
"TULSA"," TULSA"," 108 NORTH COLLAGE AVENUE            ","8/22/2012"
"TULSA"," TULSA"," 1526 NORTH DELEWARE AVENUE          ","8/29/2012"
"TULSA"," TULSA"," 1320 SOUTH 73RD EAST AVE AVENUE    ","10/15/2012"
"TULSA"," TULSA"," 1805 EAST 73RD STREET               ","3/1/2013"
"TULSA"," TULSA"," 4308 NORTH IROQUOIS AVE AVENUE      ","3/1/2013"
"TULSA"," TULSA"," 6330 SOUTH OWASSO AVENUE G          ","3/5/2013"
"TULSA"," TULSA"," 13035 EAST 16TH STREET              ","3/7/2013"
"TULSA"," TULSA"," 10501 EAST ADMIRAL BOULEVARD        ","3/19/2013"
"TULSA"," TULSA"," 302 EAST 35TH PLACE                 ","3/20/2013"
"TULSA"," TULSA"," 7325 SOUTH YALE AVENUE 216          ","5/2/2013"
"TULSA"," TULSA"," 7762 SOUTH S VICTOR AVE AVENUE A    ","11/1/2013"
"TULSA"," TULSA"," 2129 WEST W 47TH ST S STREET           ","11/8/2013"
"TULSA"," TULSA"," 6657 SOUTH S VICTOR AVE AVENUE 101     ","12/3/2013"
"TULSA"," TULSA"," 1007 EAST E 60TH ST/E 60TH ST S        ","12/9/2013"
"TULSA"," TULSA"," 9262 EAST E 58TH ST S STREET          ","12/20/2013"
"TULSA"," TULSA"," 3701 WEST W 55TH ST/W 55TH ST S STREET ","1/30/2014"
"TULSA"," TULSA"," 801 NORTH MINGO ROAD "," "
"TULSA"," TULSA"," 1602 NORTH DELAWARE "," "
"TULSA"," TULSA"," 18543 EAST ADMIRAL "," "
"TULSA"," TULSA"," 2536 EAST 6TH "," "
"TULSA"," TULSA"," 1069 NORTH IRVINGTON "," "
"TULSA"," TULSA"," 1132 NORTH WHEELING "," "
"TULSA"," TULSA"," 2154 EAST NEWTON "," "
"TULSA"," TULSA"," 1223 NORTH COLUMBIA "," "
"TULSA"," TULSA"," 1012 CANTON "," "
"TULSA"," TULSA"," 6566 EAST 21ST PLACE                  ","12/24/2014"
"TULSA"," TULSA"," 1020 N DELAWARE AVENUE                 ","1/13/2015"
"TULSA"," TULSA"," 4903 E LIPI                            ","1/17/2015"
"TULSA"," TULSA"," 1512 N COLUMBIA PLACE                  ","1/23/2015"
"WAGONER"," BROKEN"," BROKEN ARROW         139 NORTH QUEBEC AVENUE                ","8/2/2000"
"WAGONER"," BROKEN"," BROKEN ARROW         4652 SOUTH 28TH W. AVENUE              ","8/6/2000"
"WAGONER"," BROKEN"," BROKEN ARROW         2235 SOUTH MAYBELLE AVENUE             ","9/29/2000"
"WAGONER"," BROKEN"," BROKEN ARROW         1425 SOUTH ERIE AVENUE                 ","1/31/2001"
"WAGONER"," BROKEN"," BROKEN ARROW         2556 SOUTH 135TH E. AVENUE 74104       ","3/5/2001"
"WAGONER"," BROKEN"," BROKEN ARROW         401 SOUTH 37TH W. AVENUE               ","6/29/2001"
"WAGONER"," BROKEN"," BROKEN ARROW         6730 25TH PLACE                        ","7/12/2001"
"WAGONER"," BROKEN"," BROKEN ARROW         1328 SOUTH 23RD E. AVENUE              ","7/27/2001"
"WAGONER"," BROKEN"," BROKEN ARROW          1704 26TH N ST                       ","12/12/2002"
"WAGONER"," BROKEN"," BROKEN ARROW          303 9TH N ST 28                       ","1/14/2003"
"WAGONER"," BROKEN"," BROKEN ARROW          9449 225TH S AVE                      ","4/23/2003"
"WAGONER"," BROKEN"," BROKEN ARROW          3105 214TH EAST S AVE                 ","4/25/2003"
"WAGONER"," BROKEN"," BROKEN ARROW          21240 46TH E ST                       ","5/19/2003"
"WAGONER"," BROKEN"," BROKEN ARROW          1202 31ST N ST                        ","6/13/2003"
"WAGONER"," BROKEN"," BROKEN ARROW          21441 47TH E ST                      ","10/14/2003"
"WAGONER"," BROKEN"," BROKEN ARROW          1214 30TH N ST                        ","1/22/2004"
"WAGONER"," BROKEN"," BROKEN ARROW          9461 225TH EAST S AVE                 ","1/28/2004"
"WAGONER"," BROKEN"," BROKEN ARROW          313 62ND S ST                         ","3/11/2004"
"WAGONER"," BROKEN"," BROKEN ARROW          28610 51 E ST                         ","6/17/2004"
"WAGONER"," BROKEN"," BROKEN ARROW          1221 27TH N ST                        ","8/8/2006"
"WAGONER"," BROKEN"," BROKEN ARROW          9449 225TH E S AVE                   ","11/17/2009"
"WAGONER"," BROKEN"," BROKEN ARROW          1223 30TH N ST                        ","3/16/2011"
"WAGONER"," CATOOSA"," 3413 29TH N ST                       ","10/24/2003"
"WAGONER"," CATOOSA"," 313 62ND S ST                        ","12/26/2003"
"WAGONER"," CHEUTEAU"," 1111 27 N ST                          ","4/13/2004"
"WAGONER"," COWETA"," 6080 263RD EAST S AVE                 ","2/2/2000"
"WAGONER"," COWETA"," 8501 257TH EAST S AVE                 ","9/24/2001"
"WAGONER"," COWETA"," 12110 225TH S AVE                     ","12/7/2001"
"WAGONER"," COWETA"," 2607 PRINCETON E CT                   ","7/27/2002"
"WAGONER"," COWETA"," 3238 SOUTH 214TH AVENUE                ","3/31/2003"
"WAGONER"," COWETA"," 7300 SOUTH 336TH AVENUE                ","9/16/2003"
"WAGONER"," COWETA"," 26700 EAST 61ST STREET                 ","12/4/2003"
"WAGONER"," COWETA"," 382 285TH E AVE                       ","2/3/2007"
"WAGONER"," COWETA"," 668443 320 S RD RT 1 247AA           ","11/20/2008"
"WAGONER"," COWETA"," 806 BROADWAY N                       ","11/28/2009"
"WAGONER"," HASKELL"," 30470 121ST E ST                    ","12/3/2010"
"WAGONER"," OKAY"," 28609 138TH E ST                    ","7/6/2000"
"WAGONER"," OKAY"," 28525 150TH E ST                    ","4/22/2009"
"WAGONER"," OKAY"," 28426 EAST 141ST STREET              ","8/11/2011"
"WAGONER"," OKAY"," 31014 EAST 211TH S STREET            ","8/17/2011"
"WAGONER"," TULSA"," 224 SOUTH BROADWAY                  ","10/27/2010"
"WAGONER"," WAGONER"," 15492 SOUTH 292ND EAST AVENUE        ","10/7/2001"
"WAGONER"," WAGONER"," 38TH E ST 7401                     ","11/7/2003"
"WAGONER"," WAGONER"," 3430 76TH E ST                     ","12/21/2003"
"WAGONER"," WAGONER"," 4800 251-A E                        ","2/12/2004"
"WAGONER"," WAGONER"," 8141 NORTH 58TH STREET               ","4/10/2005"
"WAGONER"," WAGONER"," 8424 EAST 86TH STREET                ","2/26/2009"
"WAGONER"," WAGONER"," 4403 EAST 76TH STREET                ","7/12/2009"
"WAGONER"," WAGONER"," 19814 EAST 4TH STREET                ","1/12/2011"
"WAGONER"," WAGONER"," 227 MAIN S ST                       ","3/3/2011"
"WASHINGTON"," BARTLESVILLE"," 310 STATE S ST                      ","3/30/2001"
"WASHINGTON"," BARTLESVILLE"," 606 1 ST NE ST                      ","4/2/2001"
"WASHINGTON"," BARTLESVILLE"," 504 NORTHWEST 5TH STREET 1           ","4/4/2001"
"WASHINGTON"," BARTLESVILLE"," 403 HALL AVENUE                      ","7/31/2002"
"WASHINGTON"," BARTLESVILLE"," 611 SOUTH FILMORE B                  ","1/29/2003"
"WASHINGTON"," BARTLESVILLE"," 909 NORTHWEST 3RD                    ","4/2/2003"
"WASHINGTON"," BARTLESVILLE"," 13957 237TH S ST                    ","4/10/2003"
"WASHINGTON"," BARTLESVILLE"," 68360 SOUTH 313 ROAD                 ","4/12/2003"
"WASHINGTON"," BARTLESVILLE"," 810 EAST 4TH 8                       ","5/9/2003"
"WASHINGTON"," BARTLESVILLE"," 16246 3940 N RD                     ","5/15/2003"
"WASHINGTON"," BARTLESVILLE"," 3906 INDIANA ST                     ","9/12/2003"
"WASHINGTON"," BARTLESVILLE"," 108 20TH SE ST                      ","12/1/2003"
"WASHINGTON"," BARTLESVILLE"," 2204 OSAGE S                       ","11/24/2004"
"WASHINGTON"," BARTLESVILLE"," 1325 14TH W PL B                    ","12/3/2004"
"WASHINGTON"," BARTLESVILLE"," 311 RURAL ROAD 5                     ","12/7/2004"
"WASHINGTON"," BARTLESVILLE"," 1040 MAPLE SW ST                    ","1/20/2006"
"WASHINGTON"," BARTLESVILLE"," 141 SEMINOLE NW ST                  ","8/27/2009"
"WASHINGTON"," BARTLESVILLE"," 919 DELAWARE SE ST                 ","10/21/2009"
"WASHINGTON"," BARTLESVILLE"," 1218 ADAMS E BLVD                   ","1/7/2010"
"WASHINGTON"," BARTLESVILLE"," 3822 OHIO NE                        ","2/9/2010"
"WASHINGTON"," BARTLESVILLE"," 313 VIRGINIA SW                     ","2/25/2010"
"WASHINGTON"," BARTLESVILLE"," 1584 PENN S                         ","3/11/2010"
"WASHINGTON"," BARTLESVILLE"," 728 CREEK S                         ","6/9/2010"
"WASHINGTON"," BARTLESVILLE"," 728 CREEK S                         ","7/16/2010"
"WASHINGTON"," BARTLESVILLE"," 1319 DEWEY S                        ","10/2/2010"
"WASHINGTON"," BARTLESVILLE"," 218 PARK N                          ","11/1/2010"
"WASHINGTON"," BARTLESVILLE"," 1700 SOUTHEAST BARLOW DRIVE APT: 24  ","12/7/2010"
"WASHINGTON"," BARTLESVILLE"," 241 NORTHWEST HENRY STREET           ","2/8/2011"
"WASHINGTON"," BARTLESVILLE"," 535 NORTHWEST TURNER PLACE           ","3/29/2011"
"WASHINGTON"," BARTLESVILLE"," 1600 SOUTHWEST JACK LANE             ","8/24/2011"
"WASHINGTON"," BARTLESVILLE"," 4721 SOUTHEAST AMHERST DRIVE         ","9/10/2011"
"WASHINGTON"," BARTLESVILLE"," 1435 SOUTH SANTA FE AVE AVENUE       ","10/5/2012"
"WASHINGTON"," COPAN"," 351 SOUTHEAST HILLSIDE DRIVE         ","9/12/2010"
"WASHINGTON"," COPAN"," 1022 SOUTHWEST KEELER AVENUE        ","11/23/2010"
"WASHINGTON"," DEWEY"," 1701 SOUTHWEST MIDDLEPATH            ","1/26/2000"
"WASHINGTON"," DEWEY"," 101 SOUTH 1/2 CHICKASAW AVENUE       ","1/9/2001"
"WASHINGTON"," DEWEY"," 720 SOUTHEAST CREEK AVENUE           ","9/10/2001"
"WASHINGTON"," DEWEY"," 423 SOUTHEAST CHICKASAW AVENUE      ","11/11/2009"
"WASHINGTON"," DEWEY"," 1715 SOUTHWEST 2ND                   ","4/12/2010"
"WASHINGTON"," RAMONA"," 216 SOUTH CREEK AVENUE             ","2/13/2004"
"WASHINGTON"," RAMONA"," 109 MOCKINGBIRD LANE               ","10/6/2004"
"WASHINGTON"," RAMONA"," 403190 WEST 3500 ROAD               ","2/7/2012"
"WASHINGTON"," RAMONA"," 34930 NORTH 4030 ROAD               ","2/8/2012"
"WASHINGTON"," VERA"," 429 SOUTHEAST CREEK AVENUE         ","12/9/2003"
"WASHINGTON"," VERA"," 7181 NORTH 3970 ROAD               ","5/21/2004"
"WASHITA"," BURNS"," BURNS FLAT           410 EAST EDENS STREET 12            ","1/3/2000"
"WASHITA"," BURNS"," BURNS FLAT             9TH W ST                          ","2/5/2000"
"WASHITA"," BURNS"," BURNS FLAT            118 CREEK N ST                    ","2/13/2002"
"WASHITA"," CANUTE"," 700 ROSS S                         ","9/2/2003"
"WASHITA"," CORDELL"," 396801 WEST 1350 DRIVE             ","3/25/2004"
"WASHITA"," CORDELL"," 604 EAST 6TH STREET                ","4/29/2004"
"WASHITA"," SENTINEL"," 599 MORTON                         ","9/1/2003"
"WASHITA"," SENTINEL"," 175 BRYAN E                       ","3/23/2004"
"WASHITA"," SENTINEL"," 200b CHEROKEE TRL                  ","3/23/2004"
"WOODWARD"," WOODWARD"," 512 12TH W                          ","1/8/2001"
"WOODWARD"," WOODWARD"," 508 CLAY E                         ","3/23/2001"
"WOODWARD"," WOODWARD"," 308 ALLEN ST                       ","3/30/2001"
"WOODWARD"," WOODWARD"," 201 5TH N                           ","4/4/2001"
"WOODWARD"," WOODWARD"," 812 WHITMER                         ","7/5/2001"
"WOODWARD"," WOODWARD"," 115 1/2 4TH                        ","11/15/2001"
"WOODWARD"," WOODWARD"," 6410 10TH                          ","5/17/2002"
"WOODWARD"," WOODWARD"," 418 MAIN N ST                       ","6/5/2002"
